cik,gvkey,coname,FFI,filing_date,virus_sc_R,virus_sent_wc_R,virus_kw_freq_R,virus_sc,virus_sent_wc,virus_kw_freq
717605,5608,"HEXCEL CORP DE","Chemicals",20apr2020,14.16667,25.61589,1.192053,17,967,45
813672,13421,"CADENCE DESIGN SYSTEMS INC","Business Services",20apr2020,9.395973,14.47549,.7558406,14,632,33
928465,61122,"AMCON DISTRIBUTING CO","Wholesale",20apr2020,12.87879,16.57881,.975224,17,629,37
80424,8762,"PROCTER & GAMBLE Co","Consumer Goods",20apr2020,12.31527,20.34489,.9406027,50,2336,108
1122976,28194,"POLYONE CORP","Chemicals",21apr2020,14.56311,20.55419,1.087338,15,586,31
811596,24293,"KAISER ALUMINUM CORP","Steel Works Etc",21apr2020,12.43523,13.69209,.6527623,24,860,41
1408075,25389,"GRAPHIC PACKAGING HOLDING CO","Shipping Containers",21apr2020,6.578948,9.221266,.4412089,10,418,20
91440,9778,"Snap-on Inc","Construction Materials",21apr2020,11.42857,16.70304,.7274843,24,1148,50
29905,4058,"DOVER Corp","Machinery",21apr2020,17.69912,23.89748,.9546539,60,2303,92
1101302,137573,"ENTEGRIS INC","Machinery",21apr2020,11.2069,13.31211,.6945449,26,920,48
33185,4423,"EQUIFAX INC","Business Services",21apr2020,8.86076,9.150226,.4815908,21,589,31
1065280,147579,"NETFLIX INC","Entertainment",21apr2020,8.522727,12.80595,.5286861,15,654,27
215466,3153,"Coeur Mining, Inc","Precious Metals",22apr2020,11.69591,17.70134,.6501678,20,844,31
97476,10499,"TEXAS INSTRUMENTS INC","Electronic Equipment",22apr2020,5.660378,6.333038,.4428698,6,143,10
87347,9465,"SCHLUMBERGER LIMITED NV","Petroleum and Natural Gas",22apr2020,17.11712,25.35641,1.25594,19,747,37
1094285,126721,"TELEDYNE TECHNOLOGIES INC","Electronic Equipment",22apr2020,4.678362,8.084487,.5098325,8,333,21
16875,2698,"CANADIAN PACIFIC RAILWAY LTD CN","Transportation",22apr2020,2.291667,6.767805,.2444164,11,803,29
1564408,30091,"Snap Inc","Business Services",22apr2020,2.094241,2.002085,.1876955,4,96,9
89439,15343,"MUELLER INDUSTRIES INC","Steel Works Etc",22apr2020,.8333333,1.008509,.0630318,1,32,2
936468,6774,"LOCKHEED MARTIN CORP","Defense",22apr2020,9.821428,12.49356,.6081847,33,1212,59
949870,61581,"BOSTON BEER CO INC","Alcoholic Beverages",22apr2020,3.448276,4.98615,.3878116,2,90,7
931584,31170,"UNIVERSAL STAINLESS & ALLOY PRODUCTS INC","Steel Works Etc",22apr2020,3.252033,4.548518,.2695418,4,135,8
790051,2771,"CARLISLE COMPANIES INC","Construction Materials",23apr2020,18.3908,23.17251,.8040935,32,1268,44
1561680,258869,"TRI Pointe Group, Inc","Construction",23apr2020,10,15.15272,.7038513,24,1141,53
277135,5256,"W W GRAINGER, INC","Wholesale",23apr2020,25.6,36.50268,2.21769,32,1432,87
1364479,26749,"HERC HOLDINGS INC","Business Services",23apr2020,10.56911,11.68157,.7210845,13,405,25
51644,6136,"INTERPUBLIC GROUP OF COMPANIES, INC","Business Services",23apr2020,3.305785,4.12844,.236308,8,297,17
1282637,4462,"NEWMARKET CORP","Chemicals",23apr2020,.7194245,6.236383,.1633987,1,229,6
1426945,179957,"Echo Global Logistics, Inc","Transportation",23apr2020,3.97351,5.203503,.4636785,6,202,18
100885,10867,"UNION PACIFIC CORP","Transportation",23apr2020,7.929515,13.12028,.4657138,18,817,29
1104657,2448,"MATERION Corp","Steel Works Etc",23apr2020,6.586826,7.112971,.4922471,11,289,20
892553,25964,"CHART INDUSTRIES INC","Fabricated Products",23apr2020,7.017544,8.817904,.4590666,12,461,24
822416,8823,"PULTEGROUP INC MI","Construction",23apr2020,7.486631,7.914215,.4934523,14,417,26
1091907,125240,"WORLD WRESTLING ENTERTAINMENTINC","Entertainment",23apr2020,13.97059,23.64729,.8016032,19,1062,36
47111,5597,"HERSHEY CO","Food",23apr2020,14.375,14.96008,.9863786,23,637,42
1579241,316056,"Allegion plc","Construction Materials",23apr2020,13.44086,15.6993,.8041958,25,898,46
277948,2574,"CSX CORP","Transportation",23apr2020,6.329114,8.251423,.6207967,10,319,24
1037676,14793,"ARCH COAL INC","Coal",23apr2020,11.56069,17.30548,.9007282,20,903,47
34067,4497,"DMC Global Inc","Machinery",23apr2020,8.053691,9.952481,.5807814,12,377,22
1334036,164755,"Crocs, Inc","Apparel",23apr2020,18.45238,23.38844,1.003158,31,1259,54
875045,24468,"BIOGEN INC","Pharmaceutical Products",23apr2020,44.44444,46.23154,2.253302,16,595,29
2969,1209,"AIR PRODUCTS & CHEMICALS INC DE","Chemicals",23apr2020,11.8421,12.93891,.7202572,36,1006,56
21344,3144,"COCA COLA CO","Candy and Soda",24apr2020,6.17284,7.744653,.4536617,20,717,42
1034670,64690,"AUTOLIV INC","Automobiles and Trucks",24apr2020,10.06289,11.15117,.7210919,16,433,28
1000229,61759,"CORE LABORATORIES N V","Petroleum and Natural Gas",24apr2020,9.467456,10.65273,.5867254,16,581,32
731012,5539,"HEALTHCARE SERVICES GROUP INC","Business Services",24apr2020,14.96063,16.83314,.8813161,19,573,30
26058,2577,"CTS CORP","Electronic Equipment",24apr2020,4.285714,6.190606,.4072767,6,228,15
45012,5439,"HALLIBURTON CO","Petroleum and Natural Gas",24apr2020,11.22449,11.70676,.8145482,22,618,43
1023128,64175,"LITHIA MOTORS INC","Retail",24apr2020,4.529617,4.245839,.2751933,13,324,21
832101,15267,"IDEX CORP DE","Machinery",24apr2020,11.83432,17.52954,.6601807,20,1009,38
105770,11376,"WEST PHARMACEUTICAL SERVICES INC","Rubber and Plastic Products",24apr2020,5.263158,7.446808,.4305978,7,294,17
820313,14282,"AMPHENOL CORP DE","Electronic Equipment",24apr2020,12.37624,19.9381,.7866907,25,1546,61
1701605,32106,"Baker Hughes Co","Petroleum and Natural Gas",24apr2020,8.372093,8.957034,.5024255,18,517,29
1420302,179666,"LogMeIn, Inc","Business Services",24apr2020,4.761905,5.30908,.280982,10,359,19
866829,65006,"HELIX ENERGY SOLUTIONS GROUP INC","Petroleum and Natural Gas",24apr2020,6.629834,8.054937,.5011136,12,434,27
67887,7549,"MOOG INC","Aircraft",24apr2020,8.992805,9.523091,.7093269,25,631,47
1300514,161844,"LAS VEGAS SANDS CORP","Entertainment",24apr2020,14.81481,17.19701,1.203653,36,1243,87
1660734,263277,"Triton International Ltd","Business Services",24apr2020,8.695652,8.186341,.5427408,14,362,24
1391127,177315,"Limelight Networks, Inc","Business Services",24apr2020,4.242424,4.618566,.3446691,7,201,15
868780,23753,"Dorman Products, Inc","Automobiles and Trucks",27apr2020,12.85714,19.19709,.7103915,27,1162,43
1096056,268208,"LUXFER HOLDINGS PLC","Steel Works Etc",27apr2020,10,13.01416,.7080243,11,386,21
732712,2136,"VERIZON COMMUNICATIONS INC","Telecommunications",27apr2020,7.638889,11.62658,.3737406,33,1431,46
1066605,120048,"HEIDRICK & STRUGGLES INTERNATIONAL INC","Business Services",27apr2020,6.532663,11.29269,.4223283,13,615,23
1089872,125601,"GAIA, INC","Business Services",27apr2020,4.615385,8.806818,.4261364,3,186,9
840489,24157,"FIRSTCASH, INC","Retail",27apr2020,11.24498,13.39548,.6129485,28,1049,48
1114995,27387,"IMPINJ INC","Electronic Equipment",27apr2020,22.53521,25.54611,1.183925,48,1532,71
88121,9538,"SEABOARD CORP DE","Miscellaneous",27apr2020,13.26531,16.29855,.9520183,13,428,25
1062822,133868,"LEXICON PHARMACEUTICALS, INC","Pharmaceutical Products",27apr2020,2.830189,9.361956,.0894454,3,314,3
1035983,64997,"COMFORT SYSTEMS USA INC","Construction",27apr2020,5.084746,6.59809,.3232917,12,449,22
7431,175689,"ARMSTRONG WORLD INDUSTRIES INC","Construction Materials",27apr2020,4.819277,4.675082,.2571295,8,200,11
9984,2049,"BARNES GROUP INC","Construction Materials",27apr2020,15.2,19.56182,.8962868,38,1375,63
851205,16188,"COGNEX CORP","Measuring and Control Equity",27apr2020,15.625,23.8938,.8217446,15,756,26
42682,5237,"GORMAN RUPP CO","Machinery",27apr2020,9.195402,15.36478,.7737657,8,417,21
1070412,120093,"CNX Resources Corp","Petroleum and Natural Gas",27apr2020,6.5625,9.028743,.4594508,21,845,43
59527,6737,"LINCOLN ELECTRIC HOLDINGS INC","Machinery",27apr2020,15.67164,23.71706,1.276006,21,855,46
51143,6066,"INTERNATIONAL BUSINESS MACHINES CORP","Business Services",28apr2020,4.268293,4.798952,.2866268,21,586,35
1413447,184725,"NXP Semiconductors N V","Electronic Equipment",28apr2020,14.0625,16.38759,.7136975,18,597,26
64040,7163,"S&P Global Inc","Business Services",28apr2020,4.379562,8.525149,.3978403,12,600,28
66740,7435,"3M CO","Business Supplies",28apr2020,8.67052,10.00238,.5722461,30,839,48
29989,4066,"OMNICOM GROUP INC","Business Services",28apr2020,7.85124,9.474432,.5255682,19,667,37
1418819,183640,"Iridium Communications Inc","Telecommunications",28apr2020,6.451613,6.287102,.4047491,8,233,15
859598,26021,"SEACOR HOLDINGS INC NEW","Transportation",28apr2020,9.395973,18.49391,.6866002,14,835,31
931015,14311,"Polaris Inc","Automobiles and Trucks",28apr2020,16.27907,22.7866,.9700176,35,1292,55
1552033,24638,"TransUnion","Business Services",28apr2020,11.42857,18.53802,.8531704,36,1760,81
92380,9882,"SOUTHWEST AIRLINES CO","Transportation",28apr2020,14.24242,16.93589,.9732116,47,1688,97
79879,8247,"PPG INDUSTRIES INC","Chemicals",28apr2020,16.66667,22.95265,.9749303,21,824,35
1050446,111534,"MICROSTRATEGY Inc","Business Services",28apr2020,8.72093,11.51052,.6500956,15,602,34
1099800,133366,"Edwards Lifesciences Corp","Medical Equipment",28apr2020,20.72072,21.94175,1.035599,23,678,32
1290677,66929,"Turning Point Brands, Inc","Tobacco Products",28apr2020,2.139037,1.962652,.1333842,4,103,7
1093557,162887,"DEXCOM INC","Medical Equipment",28apr2020,7.801418,8.967936,.751503,11,358,30
707549,6565,"LAM RESEARCH CORP","Machinery",28apr2020,6.432748,15.83642,.3870751,11,941,23
1549346,3382,"Shutterstock, Inc","Business Services",28apr2020,4.864865,4.023689,.3135342,9,231,18
917491,65421,"FARO TECHNOLOGIES INC","Measuring and Control Equity",28apr2020,1.290323,1.166121,.0613748,2,57,3
1065332,122078,"NIC INC","Business Services",28apr2020,5.882353,13.44715,.4603875,10,701,24
1024478,9203,"ROCKWELL AUTOMATION, INC","Electrical Equipment",28apr2020,5.050505,5.607974,.4385382,15,422,33
1001902,61587,"INTEVAC INC","Machinery",28apr2020,4.504505,4.401295,.3236246,5,136,10
829224,25434,"STARBUCKS CORP","Restaurants, Hotel, Mc'el",28apr2020,19.45701,27.55396,.8920863,43,1915,62
1157408,178976,"K12 INC","Personal Services",28apr2020,1.265823,.9995456,.1135847,2,44,5
1306830,162254,"Celanese Corp","Chemicals",28apr2020,10.77844,13.82008,.7388092,18,636,34
1674416,28113,"CRISPR Therapeutics AG","Pharmaceutical Products",28apr2020,9.395973,10.93262,.7362785,14,490,33
1021860,63892,"NATIONAL OILWELL VARCO INC","Machinery",28apr2020,5.755396,6.872335,.3762227,8,274,15
877212,24405,"ZEBRA TECHNOLOGIES CORP","Computers",28apr2020,14.83871,14.77547,.8932883,23,612,37
26172,3650,"CUMMINS INC","Machinery",28apr2020,13.7037,13.88154,.9518773,37,1050,72
40888,5018,"AEROJET ROCKETDYNE HOLDINGS, INC","Defense",28apr2020,10.90909,14.60561,.8472866,18,724,42
48287,5690,"HNI CORP","Business Supplies",28apr2020,12.5,19.54498,1.17201,13,567,34
52795,6196,"ANIXTER INTERNATIONAL INC","Wholesale",28apr2020,5.042017,5.55729,.343428,6,178,11
937556,177881,"MASIMO CORP","Medical Equipment",28apr2020,7.964602,8.328898,.5588078,9,313,21
889900,29108,"PATTERSON UTI ENERGY INC","Petroleum and Natural Gas",28apr2020,.7874016,.8097741,.0426197,2,57,3
775158,11721,"OSHKOSH CORP","Automobiles and Trucks",29apr2020,17.47573,21.08965,1.075862,36,1529,78
1305323,182112,"Zovio Inc","Personal Services",29apr2020,4.324324,3.843549,.1693193,8,227,10
1057060,111103,"MARINEMAX INC","Retail",29apr2020,6.074766,10.36029,.4323459,13,647,27
1668397,19998,"Medpace Holdings, Inc","Business Services",29apr2020,6.71141,6.525248,.4611483,10,283,20
804328,24800,"QUALCOMM INC DE","Electronic Equipment",29apr2020,8.344733,9.803695,.4443929,61,2537,115
859737,20904,"HOLOGIC INC","Medical Equipment",29apr2020,13.85542,17.47525,.8099484,46,2136,99
789019,12141,"MICROSOFT CORP","Business Services",29apr2020,4.100946,4.808977,.4007481,13,360,30
1439095,180016,"MRC GLOBAL INC","Wholesale",29apr2020,7.619048,7.649319,.4191408,16,438,24
12927,2285,"BOEING CO","Aircraft",29apr2020,14.28571,16.49685,.8248423,36,1020,51
1650729,25893,"SiteOne Landscape Supply, Inc","Wholesale",29apr2020,4.150943,6.971319,.397969,11,508,29
1035002,15247,"VALERO ENERGY CORP TX","Petroleum and Natural Gas",29apr2020,3.921569,5.819969,.3103983,10,450,24
1121788,141459,"GARMIN LTD","Electronic Equipment",29apr2020,3.529412,4.770576,.3277495,3,131,9
20212,3028,"CHURCHILL DOWNS Inc","Entertainment",29apr2020,12.01923,16.38821,.6682867,25,1079,44
1288469,184551,"MAXLINEAR INC","Electronic Equipment",29apr2020,8.61244,8.791209,.5197505,18,592,35
277509,4608,"FEDERAL SIGNAL CORP DE","Automobiles and Trucks",29apr2020,9.160305,10.80816,.6140997,12,440,25
9092,1968,"BADGER METER INC","Measuring and Control Equity",29apr2020,6.976744,7.587998,.5481824,9,263,19
860731,10789,"TYLER TECHNOLOGIES INC","Computers",29apr2020,10.05587,17.30359,.7953444,18,892,41
1047340,30443,"FRESH DEL MONTE PRODUCE INC","Agriculture",29apr2020,17.41936,28.40197,1.152347,27,1676,68
812074,8215,"O-I Glass, Inc DE","Shipping Containers",29apr2020,12.95337,21.74059,.6888441,25,1294,41
1619954,22708,"Inovalon Holdings, Inc","Business Services",29apr2020,9.90099,13.69228,.6390797,20,857,40
804753,12850,"CERNER Corp","Computers",29apr2020,8.536586,23.37151,.7158196,14,1306,40
752714,7161,"MCGRATH RENTCORP","Business Services",29apr2020,7.391304,8.124303,.5574136,17,583,40
702165,7923,"NORFOLK SOUTHERN CORP","Transportation",29apr2020,10,12.69119,.7441092,10,307,18
1038074,133288,"SILICON LABORATORIES INC","Electronic Equipment",29apr2020,2.617801,3.592578,.2566127,5,182,13
1058090,165914,"CHIPOTLE MEXICAN GRILL INC","Restaurants, Hotel, Mc'el",29apr2020,34.83146,35.60661,1.507538,31,992,42
1067701,66065,"UNITED RENTALS, INC","Business Services",29apr2020,15.26718,14.60027,.7979903,40,988,54
814547,13824,"FAIR ISAAC CORP","Computers",29apr2020,4.615385,5.695696,.3203203,15,569,32
1520262,24302,"Alkermes plc","Pharmaceutical Products",29apr2020,9.638555,12.47474,.7348889,16,679,40
37996,4839,"FORD MOTOR CO","Automobiles and Trucks",29apr2020,8.624708,10.59116,.5516227,37,1152,60
1621563,22603,"Summit Materials, Inc","Nonmetallic Mining",29apr2020,3.583062,3.890909,.2181818,11,321,18
2488,1161,"ADVANCED MICRO DEVICES INC","Electronic Equipment",29apr2020,9.574468,13.59973,.6044325,9,405,18
1800,1078,"ABBOTT LABORATORIES","Medical Equipment",29apr2020,18.75,21.21212,1.184256,18,609,34
882184,25340,"HORTON D R INC DE","Construction",29apr2020,5.386417,7.622389,.3269016,23,956,41
1592057,23296,"Enviva Partners, LP","Construction Materials",29apr2020,6.896552,8.56178,.4966229,10,431,25
1013857,63290,"PEGASYSTEMS INC","Business Services",29apr2020,10,18.72735,.7249295,8,465,18
1652044,160329,"Alphabet Inc","Business Services",29apr2020,9.545455,11.24161,.4865772,21,670,29
1013934,63338,"Strategic Education, Inc","Personal Services",29apr2020,5.445545,9.020246,.3976862,11,499,22
1477294,183942,"Sensata Technologies Holding plc","Measuring and Control Equity",29apr2020,22.52252,25.97325,1.27786,25,874,43
1691303,30397,"WARRIOR MET COAL, INC","Coal",29apr2020,14.45313,16.12364,.8831603,37,1351,74
897723,28139,"SANMINA CORP","Electronic Equipment",29apr2020,11.60221,19.76827,.855615,21,1109,48
1590560,285085,"uniQure N V","Pharmaceutical Products",29apr2020,12.7451,12.56382,.7840992,26,689,43
1057352,112111,"COSTAR GROUP, INC","Business Services",29apr2020,10.56911,19.49927,.6992218,26,1729,62
1675149,27638,"Alcoa Corp","Steel Works Etc",29apr2020,13.40206,14.63698,.7938045,26,756,41
200406,6266,"JOHNSON & JOHNSON","Pharmaceutical Products",29apr2020,20.34884,22.6398,.905592,35,1000,40
1082554,121440,"UNITED THERAPEUTICS Corp","Pharmaceutical Products",29apr2020,11.93548,13.477,.6325721,37,1257,59
1370946,8214,"Owens Corning","Construction Materials",29apr2020,8.928572,11.57194,.7339137,20,678,43
893538,26013,"SM Energy Co","Petroleum and Natural Gas",29apr2020,3.272727,3.994542,.1860811,9,322,15
1701114,31624,"Blue Apron Holdings, Inc","Retail",29apr2020,7.086614,9.315814,.4142992,18,787,35
1133421,7985,"NORTHROP GRUMMAN CORP DE","Electronic Equipment",29apr2020,11.76471,15.3081,1.043183,18,631,43
40533,5046,"GENERAL DYNAMICS CORP","Aircraft",29apr2020,13.63636,15.41596,.9847199,33,908,58
89800,9667,"SHERWIN WILLIAMS CO","Chemicals",29apr2020,7.065217,9.957627,.529661,13,564,30
102729,11094,"VALMONT INDUSTRIES INC","Construction Materials",29apr2020,6.993007,9.953514,.4922067,10,364,18
110471,11566,"WOLVERINE WORLD WIDE INC DE","Apparel",29apr2020,15.53398,17.54853,1.065855,16,461,28
50725,5987,"GRIFFON CORP","Construction Materials",29apr2020,2.857143,7.871422,.1817356,8,693,16
1000697,61574,"WATERS CORP DE","Measuring and Control Equity",29apr2020,12.5,20.33241,1.385042,23,1101,75
889331,25747,"LITTELFUSE INC DE","Electrical Equipment",29apr2020,19.62025,23.36656,.9413068,31,1266,51
1477449,24249,"Teladoc Health, Inc","Healthcare",29apr2020,4.347826,4.690579,.2562081,8,238,13
743316,14256,"MAXIM INTEGRATED PRODUCTS INC","Electronic Equipment",29apr2020,8.988764,14.55026,.9448224,8,385,25
1103982,142953,"Mondelez International, Inc","Food",29apr2020,12.56983,19.84031,.7520193,45,2137,81
700923,180646,"MYR GROUP INC","Construction",29apr2020,9.243697,12.79519,.5724918,22,894,40
96943,10407,"TELEFLEX INC","Medical Equipment",30apr2020,19.16667,27.26843,1.39414,23,1154,59
354963,9664,"SHENANDOAH TELECOMMUNICATIONS CO VA","Telecommunications",30apr2020,9.565217,13.79515,.7992895,11,466,27
1576940,18004,"Century Communities, Inc","Construction",30apr2020,5.116279,6.272945,.4628891,11,393,29
816956,13623,"CONMED CORP","Medical Equipment",30apr2020,4.316547,6.076078,.3829461,6,238,15
850460,25572,"ENCORE WIRE CORP","Steel Works Etc",30apr2020,4.705883,7.142857,.2597403,4,165,6
1323885,163889,"AtriCure, Inc","Medical Equipment",30apr2020,11.86441,13.36677,.7966952,14,453,27
880117,24755,"SANFILIPPO JOHN B & SON INC","Food",30apr2020,7.106599,16.14699,.4454343,14,1015,28
1345126,166368,"Compass Diversified Holdings","Electrical Equipment",30apr2020,9.016394,10.73967,.5501016,33,1269,65
66570,7420,"MSA Safety Inc","Medical Equipment",30apr2020,8.938547,11.12497,.5198586,16,535,25
1333274,14563,"MERCER INTERNATIONAL INC","Business Supplies",30apr2020,7.177033,7.118943,.4581498,15,404,26
895419,27794,"CREE, INC","Electronic Equipment",30apr2020,10.98901,13.12969,.6073598,20,735,34
1359841,175319,"Hanesbrands Inc","Apparel",30apr2020,29.37853,33.61754,2.070646,52,1932,119
1047127,110039,"AMKOR TECHNOLOGY, INC","Electronic Equipment",30apr2020,7.633588,10.52772,.5597015,10,395,21
99780,10735,"TRINITY INDUSTRIES INC","Shipbuilding, Railroad Eq",30apr2020,5.714286,7.422315,.4669136,12,461,29
1439222,18159,"AGIOS PHARMACEUTICALS, INC","Pharmaceutical Products",30apr2020,11.62791,12.07512,.8450704,20,643,45
1493594,187740,"MACOM Technology Solutions Holdings, Inc","Electronic Equipment",30apr2020,6.61157,8.130081,.3948897,8,350,17
1092699,183974,"SPS COMMERCE INC","Business Services",30apr2020,1.333333,2.601908,.1300954,1,60,3
1406666,183903,"CALIX, INC","Electronic Equipment",30apr2020,8.208955,12.43633,.5730051,11,586,27
1177702,150481,"SAIA INC","Transportation",30apr2020,10.88083,14.63187,.8574091,21,785,46
1653477,27119,"Ingevity Corp","Chemicals",30apr2020,9.5,9.90641,.6533639,19,561,37
1549084,17727,"EKSO BIONICS HOLDINGS, INC","Medical Equipment",30apr2020,5.825243,5.111614,.6146878,6,158,19
313927,3026,"CHURCH & DWIGHT CO INC DE","Consumer Goods",30apr2020,15.59633,20.86161,.9442313,17,707,32
764180,8543,"ALTRIA GROUP, INC","Tobacco Products",30apr2020,11.5016,13.75954,.6577216,72,2615,125
1070081,174134,"PTC THERAPEUTICS, INC","Pharmaceutical Products",30apr2020,7.51634,10.10578,.5032351,23,984,49
1318605,184996,"Tesla, Inc","Automobiles and Trucks",30apr2020,5.347594,6.385421,.2582867,10,445,18
843006,183139,"ISSUER DIRECT CORP","Business Services",30apr2020,13.08411,16.09739,.858294,28,919,49
855658,16597,"LATTICE SEMICONDUCTOR CORP","Electronic Equipment",30apr2020,7.692307,7.842582,.5662514,9,277,20
1373715,171007,"ServiceNow, Inc","Business Services",30apr2020,8.75,10.14493,.6412723,21,791,50
1678463,23093,"Forterra, Inc","Construction Materials",30apr2020,16.26016,21.5444,1.106821,20,837,43
1610950,22039,"Syneos Health, Inc","Business Services",30apr2020,16.88889,23.47066,1.012623,38,1692,73
802481,12785,"PILGRIMS PRIDE CORP","Food",30apr2020,10.56338,12.60465,.8372093,15,542,36
1289945,24844,"Spok Holdings, Inc","Telecommunications",30apr2020,11.35135,12.85856,.553907,21,650,28
56978,6509,"KULICKE & SOFFA INDUSTRIES INC","Machinery",30apr2020,7.377049,8.261406,.5548705,18,536,36
1507079,22155,"Floor & Decor Holdings, Inc","Retail",30apr2020,14.90385,18.64459,1.268761,31,1205,82
77360,8463,"PENTAIR plc","Machinery",30apr2020,16.58537,22.5141,1.392807,34,1277,79
1383650,176914,"Cheniere Energy Partners, L P","Wholesale",30apr2020,4.145078,3.997748,.2533784,8,284,18
1095565,133766,"HEALTHSTREAM INC","Business Services",30apr2020,11.05769,11.54203,.6489493,23,747,42
819793,14084,"ALBANY INTERNATIONAL CORP DE","Textiles",30apr2020,3.067485,3.46989,.2014775,5,155,9
1573516,18498,"Murphy USA Inc","Retail",30apr2020,2.777778,6.555197,.266008,5,345,14
42582,5234,"GOODYEAR TIRE & RUBBER CO OH","Automobiles and Trucks",30apr2020,6.703911,8.603667,.4231312,24,976,48
93389,10000,"STANDARD MOTOR PRODUCTS, INC","Miscellaneous",30apr2020,12.94118,18.88182,.9206562,22,1128,55
84839,9225,"ROLLINS INC","Business Services",30apr2020,15.47619,36.06021,.9816754,13,1102,30
24545,3505,"MOLSON COORS BEVERAGE CO","Alcoholic Beverages",30apr2020,21.31661,27.37203,1.212626,68,2957,131
1111335,136648,"VISTEON CORP","Automobiles and Trucks",30apr2020,13.69863,12.9775,.7064364,20,496,27
82020,8947,"UNITED STATES LIME & MINERALS INC","Nonmetallic Mining",30apr2020,11.53846,28.70957,.7669223,9,861,23
887936,62823,"FTI CONSULTING, INC","Business Services",30apr2020,4.669261,7.028711,.4198267,12,519,31
858655,23587,"HAYNES INTERNATIONAL INC","Steel Works Etc",30apr2020,12.90323,12.14431,.6944444,24,717,41
1521036,21004,"Lantheus Holdings, Inc","Pharmaceutical Products",30apr2020,8.219178,10.53265,.5031171,24,963,46
842633,15252,"TRIMAS CORP","Fabricated Products",30apr2020,13.08017,16.21202,.6851972,31,1254,53
1590955,20116,"Paycom Software, Inc","Business Services",30apr2020,10.69519,13.52603,.6547429,20,847,41
1492633,100873,"Nielsen Holdings plc","Business Services",30apr2020,4.304636,4.420732,.3166041,13,377,27
26780,3734,"DANA INC","Automobiles and Trucks",30apr2020,9.556314,14.59585,.7481908,28,1190,61
15615,2497,"MASTEC INC","Construction",30apr2020,7.894737,9.883117,.4805195,18,761,37
1113256,65399,"MERITOR, INC","Automobiles and Trucks",30apr2020,9.00474,10.28192,.6799337,19,620,41
945841,61420,"POOL CORP","Wholesale",30apr2020,5.405406,7.966805,.3651452,12,480,22
1478242,17928,"IQVIA HOLDINGS INC","Business Services",30apr2020,10.60606,20.66698,.5401597,14,880,23
1326801,170617,"Facebook Inc","Business Services",30apr2020,5.579399,7.641243,.4096045,13,541,29
835011,14891,"MGP INGREDIENTS INC","Alcoholic Beverages",30apr2020,6.481482,7.063944,.4352193,7,211,13
1659166,26590,"Fortive Corp","Measuring and Control Equity",30apr2020,14.791,19.08277,.8365318,46,1939,85
1060736,141460,"SEATTLE GENETICS INC WA","Pharmaceutical Products",30apr2020,6.153846,13.86246,.5178851,16,1151,43
1639691,27810,"LivaNova PLC","Medical Equipment",30apr2020,14.93507,16.36402,1.013514,23,775,48
105634,6223,"EMCOR Group, Inc","Construction",30apr2020,4.77707,4.79584,.2696456,15,498,28
1002638,61870,"OPEN TEXT CORP","Business Services",30apr2020,2.946955,5.174977,.165828,15,905,29
1451505,28338,"Transocean Ltd","Petroleum and Natural Gas",30apr2020,4.464286,7.04946,.3411029,10,496,24
1289848,161997,"Huron Consulting Group Inc","Business Services",30apr2020,7.941176,10.69602,.5297771,27,1171,58
89089,9611,"SERVICE CORP INTERNATIONAL","Personal Services",30apr2020,6.910569,9.823601,.4714112,17,646,31
1219601,3619,"CROWN HOLDINGS INC","Shipping Containers",30apr2020,7.586207,9.338188,.3212679,11,436,15
1459417,19881,"2U, Inc","Business Services",30apr2020,2.531646,2.48503,.1347305,6,166,9
1590714,315318,"Element Solutions Inc","Chemicals",30apr2020,9.285714,9.552027,.4503437,13,403,19
16058,2596,"CACI INTERNATIONAL INC DE","Computers",30apr2020,9.433962,12.9535,.6642821,15,507,26
1321646,166230,"Kraton Corp","Chemicals",30apr2020,5.932203,7.832735,.4368856,14,502,28
94049,10056,"STEPAN CO","Consumer Goods",30apr2020,5.494505,10.09464,.3154574,15,704,22
1166691,3226,"COMCAST CORP","Telecommunications",30apr2020,12.5,15.09792,.5103858,34,1272,43
1367920,19534,"CONCERT PHARMACEUTICALS, INC","Pharmaceutical Products",30apr2020,3.846154,5.157212,.4824488,8,310,29
17843,2787,"CARPENTER TECHNOLOGY CORP","Steel Works Etc",30apr2020,7.098765,10.84604,.5191076,23,982,47
93676,10030,"STARRETT L S CO","Construction Materials",30apr2020,13.51351,14.36646,.8007537,10,305,17
1065088,114524,"EBAY INC","Business Services",30apr2020,7.54717,10.81123,.3722662,16,697,24
1050377,66586,"PC CONNECTION INC","Retail",30apr2020,12.42236,14.74626,1.060732,20,709,51
1692063,264193,"Schneider National, Inc","Transportation",30apr2020,13.17365,19.37918,.7975857,22,899,37
1320414,174236,"SELECT MEDICAL HOLDINGS CORP","Healthcare",30apr2020,18.65285,22.72813,1.288805,72,2416,137
25445,3580,"CRANE CO DE","Construction Materials",30apr2020,24.27184,37.21301,1.371174,25,1167,43
1137789,150937,"Seagate Technology plc","Computers",30apr2020,11.71875,15.04733,.8719482,15,604,35
773840,1300,"HONEYWELL INTERNATIONAL INC","Miscellaneous",01may2020,13.51351,11.67706,.6930007,15,337,20
1597313,23106,"ViewRay, Inc","Medical Equipment",01may2020,4.278075,4.26259,.3057554,8,237,17
