cik,gvkey,coname,FFI,filing_date,virus_sc_R,virus_sent_wc_R,virus_kw_freq_R,virus_sc,virus_sent_wc,virus_kw_freq
16160,64275,"CAL-MAINE FOODS INC","Agriculture",30mar2020,4.534606,7.095209,.3985099,19,819,46
723254,3062,"CINTAS CORP","Personal Services",31mar2020,3.389831,6.4018,.3569489,16,825,46
23217,3362,"CONAGRA BRANDS INC","Food",31mar2020,1.925391,4.043051,.189455,16,1003,47
940944,31846,"DARDEN RESTAURANTS INC","Restaurants, Hotel, Mc'el",31mar2020,8.196721,10.18042,.6917828,30,1089,74
1084765,141359,"RESOURCES CONNECTION INC","Business Services",02apr2020,5.4,7.536581,.3674751,27,1128,55
110621,8902,"RPM INTERNATIONAL INC DE","Chemicals",08apr2020,5.822416,7.791771,.5047106,40,1621,105
1275187,264387,"ANGIODYNAMICS INC","Medical Equipment",08apr2020,6.287425,7.441167,.3590764,42,1347,65
355948,9125,"RICHARDSON ELECTRONICS LTD DE","Wholesale",09apr2020,4.683841,6.215804,.4215625,20,693,47
1045742,66261,"LIVE VENTURES Inc","Retail",13apr2020,4.468413,6.475118,.2428815,29,1253,47
1040470,65286,"AEHR TEST SYSTEMS","Measuring and Control Equity",14apr2020,1.960784,2.454992,.2221183,6,210,19
1413898,179288,"A H Belo Corp","Printing and Publishing",14apr2020,3.804348,5.482204,.3922694,14,573,41
922612,26520,"SCHMITT INDUSTRIES INC","Measuring and Control Equity",14apr2020,3.167421,4.454787,.3989362,7,268,24
73290,7662,"BIOMERICA INC","Pharmaceutical Products",14apr2020,9.688581,13.94472,.7423481,28,1221,65
33488,4448,"ESCALADE INC","Recreational Products",16apr2020,19.16168,27.7984,1.289314,32,1423,66
815556,14225,"FASTENAL CO","Wholesale",17apr2020,5.147059,12.0291,.4806443,14,926,37
54480,6335,"KANSAS CITY SOUTHERN","Transportation",17apr2020,6.855792,9.179672,.6002401,29,1147,75
1035267,136725,"INTUITIVE SURGICAL INC","Medical Equipment",17apr2020,10.61599,15.01586,.8744903,81,3314,193
717605,5608,"HEXCEL CORP DE","Chemicals",20apr2020,10.73446,18.07969,.8737398,38,1883,91
928465,61122,"AMCON DISTRIBUTING CO","Wholesale",20apr2020,8.759124,11.94544,.7776645,24,937,61
813672,13421,"CADENCE DESIGN SYSTEMS INC","Business Services",20apr2020,5.02994,7.777685,.3727593,42,1857,89
80424,8762,"PROCTER & GAMBLE Co","Consumer Goods",20apr2020,9.311741,15.73716,.6877061,69,3341,146
1101302,137573,"ENTEGRIS INC","Machinery",21apr2020,11.00746,15.68776,.7073386,59,2484,112
811596,24293,"KAISER ALUMINUM CORP","Steel Works Etc",21apr2020,9.347826,10.6683,.5654336,43,1566,83
1122976,28194,"POLYONE CORP","Chemicals",21apr2020,8.812261,12.9442,.608026,23,958,45
29905,4058,"DOVER Corp","Machinery",21apr2020,12.68781,17.36693,.7454411,76,2819,121
33185,4423,"EQUIFAX INC","Business Services",21apr2020,5.427631,6.543508,.3683241,33,1137,64
1065280,147579,"NETFLIX INC","Entertainment",21apr2020,8.152174,10.98082,.5181347,30,1208,57
1408075,25389,"GRAPHIC PACKAGING HOLDING CO","Shipping Containers",21apr2020,6.235566,8.577062,.3943477,27,1044,48
91440,9778,"Snap-on Inc","Construction Materials",21apr2020,6.875934,9.535203,.5141781,46,1873,101
936468,6774,"LOCKHEED MARTIN CORP","Defense",22apr2020,7.891157,10.11246,.5440249,58,2212,119
949870,61581,"BOSTON BEER CO INC","Alcoholic Beverages",22apr2020,5.345912,7.513738,.5270831,17,670,47
931584,31170,"UNIVERSAL STAINLESS & ALLOY PRODUCTS INC","Steel Works Etc",22apr2020,5.501618,7.870313,.5197377,17,636,42
89439,15343,"MUELLER INDUSTRIES INC","Steel Works Etc",22apr2020,2.116402,4.206999,.1861504,8,452,20
1564408,30091,"Snap Inc","Business Services",22apr2020,2.901961,3.663919,.1804202,37,1320,65
1094285,126721,"TELEDYNE TECHNOLOGIES INC","Electronic Equipment",22apr2020,2.295918,4.074857,.2213502,9,405,22
87347,9465,"SCHLUMBERGER LIMITED NV","Petroleum and Natural Gas",22apr2020,8.032128,12.608,.624,20,788,39
42888,5252,"GRACO INC","Machinery",22apr2020,9.090909,21.55943,1.117069,15,965,50
97476,10499,"TEXAS INSTRUMENTS INC","Electronic Equipment",22apr2020,5.691057,9.054304,.4679508,21,832,43
16875,2698,"CANADIAN PACIFIC RAILWAY LTD CN","Transportation",22apr2020,3.327787,6.611219,.2853327,20,1089,47
215466,3153,"Coeur Mining, Inc","Precious Metals",22apr2020,8.333333,11.17954,.5368704,37,1416,68
1579241,316056,"Allegion plc","Construction Materials",23apr2020,9.127789,12.83724,.6727829,45,1889,99
1037676,14793,"ARCH COAL INC","Coal",23apr2020,7.44921,10.25927,.5720229,33,1381,77
1282637,4462,"NEWMARKET CORP","Chemicals",23apr2020,1.632653,5.071927,.1927925,4,342,13
822416,8823,"PULTEGROUP INC MI","Construction",23apr2020,7.41483,12.30139,.6174981,37,1773,89
277135,5256,"W W GRAINGER, INC","Wholesale",23apr2020,16.39344,24.27544,1.54432,50,2295,146
277948,2574,"CSX CORP","Transportation",23apr2020,4.72973,6.124874,.4479386,21,670,49
875045,24468,"BIOGEN INC","Pharmaceutical Products",23apr2020,9.118774,10.96286,.5823227,119,4330,230
1104657,2448,"MATERION Corp","Steel Works Etc",23apr2020,6.896552,7.961185,.5321369,26,763,51
51644,6136,"INTERPUBLIC GROUP OF COMPANIES, INC","Business Services",23apr2020,5.714286,5.668047,.3681546,26,739,48
1561680,258869,"TRI Pointe Group, Inc","Construction",23apr2020,6.551724,10.67058,.4906661,38,1892,87
1364479,26749,"HERC HOLDINGS INC","Business Services",23apr2020,7.631579,7.70647,.5523409,29,879,63
34067,4497,"DMC Global Inc","Machinery",23apr2020,7.486631,11.02354,.5910748,28,1119,60
1426945,179957,"Echo Global Logistics, Inc","Transportation",23apr2020,3.532609,4.239479,.3619067,13,410,35
790051,2771,"CARLISLE COMPANIES INC","Construction Materials",23apr2020,11.78082,15.85764,.5962918,43,1702,64
100885,10867,"UNION PACIFIC CORP","Transportation",23apr2020,4.948453,9.215746,.4119622,24,1208,54
2969,1209,"AIR PRODUCTS & CHEMICALS INC DE","Chemicals",23apr2020,7.232267,8.286088,.5287833,52,1520,97
892553,25964,"CHART INDUSTRIES INC","Fabricated Products",23apr2020,4.771784,5.556734,.3605514,23,786,51
1091907,125240,"WORLD WRESTLING ENTERTAINMENTINC","Entertainment",23apr2020,4.361874,7.136457,.2740737,27,1354,52
1334036,164755,"Crocs, Inc","Apparel",23apr2020,13.14433,16.67812,.7733287,51,1941,90
47111,5597,"HERSHEY CO","Food",23apr2020,7.982262,10.86367,.6327553,36,1322,77
1391127,177315,"Limelight Networks, Inc","Business Services",24apr2020,3.878788,5.051953,.309029,32,1128,69
1034670,64690,"AUTOLIV INC","Automobiles and Trucks",24apr2020,7.479224,11.58368,.5111952,27,1133,50
45012,5439,"HALLIBURTON CO","Petroleum and Natural Gas",24apr2020,10.91954,11.9856,.7510288,38,1165,73
50863,6008,"INTEL CORP","Electronic Equipment",24apr2020,14.51943,17.49722,1.014439,71,2363,137
32604,4321,"EMERSON ELECTRIC CO","Measuring and Control Equity",24apr2020,11.2,14.89676,.6932153,28,1010,47
21344,3144,"COCA COLA CO","Candy and Soda",24apr2020,6.420765,8.321906,.4633789,47,1760,98
1701605,32106,"Baker Hughes Co","Petroleum and Natural Gas",24apr2020,5.347594,6.09879,.3402218,30,968,54
26058,2577,"CTS CORP","Electronic Equipment",24apr2020,2.801121,3.737211,.2477114,10,347,23
832101,15267,"IDEX CORP DE","Machinery",24apr2020,6.157113,9.761754,.4778973,29,1389,68
866829,65006,"HELIX ENERGY SOLUTIONS GROUP INC","Petroleum and Natural Gas",24apr2020,5.871212,7.524993,.4458255,31,1114,66
1000229,61759,"CORE LABORATORIES N V","Petroleum and Natural Gas",24apr2020,5.785124,6.934445,.4073513,21,732,43
1023128,64175,"LITHIA MOTORS INC","Retail",24apr2020,4.690832,4.921517,.3351864,22,602,41
1660734,263277,"Triton International Ltd","Business Services",24apr2020,6.947891,7.006486,.4567461,28,767,50
1300514,161844,"LAS VEGAS SANDS CORP","Entertainment",24apr2020,15.97222,17.45312,1.194797,69,2308,158
67887,7549,"MOOG INC","Aircraft",24apr2020,7.104796,7.054296,.541542,40,990,76
105770,11376,"WEST PHARMACEUTICAL SERVICES INC","Rubber and Plastic Products",24apr2020,4.432133,5.692262,.3854136,16,576,39
1420302,179666,"LogMeIn, Inc","Business Services",24apr2020,4.75162,5.36124,.3059593,44,1542,88
731012,5539,"HEALTHCARE SERVICES GROUP INC","Business Services",24apr2020,8.024692,10.5871,.5552676,39,1430,75
820313,14282,"AMPHENOL CORP DE","Electronic Equipment",24apr2020,8.316832,12.67671,.6017058,42,2170,103
7431,175689,"ARMSTRONG WORLD INDUSTRIES INC","Construction Materials",27apr2020,3.584906,4.896817,.3427772,19,700,49
851205,16188,"COGNEX CORP","Measuring and Control Equity",27apr2020,9.365559,12.94448,.5302558,31,1245,51
868780,23753,"Dorman Products, Inc","Automobiles and Trucks",27apr2020,8.921162,13.09215,.64497,43,1766,87
59527,6737,"LINCOLN ELECTRIC HOLDINGS INC","Machinery",27apr2020,10.02785,14.86797,.9093897,36,1357,83
840489,24157,"FIRSTCASH, INC","Retail",27apr2020,12.76102,15.60799,.7637628,55,2064,101
88121,9538,"SEABOARD CORP DE","Miscellaneous",27apr2020,7.04698,11.11641,.5599905,21,933,47
9984,2049,"BARNES GROUP INC","Construction Materials",27apr2020,9.280303,12.17415,.6005186,49,1784,88
1089872,125601,"GAIA, INC","Business Services",27apr2020,5.369128,8.383636,.3800581,8,375,17
1096056,268208,"LUXFER HOLDINGS PLC","Steel Works Etc",27apr2020,11.70213,13.03123,.8064516,33,1018,63
1066605,120048,"HEIDRICK & STRUGGLES INTERNATIONAL INC","Business Services",27apr2020,8.017817,12.06781,.7133266,36,1438,85
1114995,27387,"IMPINJ INC","Electronic Equipment",27apr2020,8.925751,9.96624,.4603666,113,3572,165
1062822,133868,"LEXICON PHARMACEUTICALS, INC","Pharmaceutical Products",27apr2020,2.387268,5.202838,.1091504,9,572,12
42682,5237,"GORMAN RUPP CO","Machinery",27apr2020,8.74317,12.83937,.8484163,16,681,45
732712,2136,"VERIZON COMMUNICATIONS INC","Telecommunications",27apr2020,5.294117,8.100253,.2864364,45,1923,68
1035983,64997,"COMFORT SYSTEMS USA INC","Construction",27apr2020,5.755396,7.219711,.4520278,32,1134,71
1070412,120093,"CNX Resources Corp","Petroleum and Natural Gas",27apr2020,5.45977,8.440928,.427143,38,1739,88
48287,5690,"HNI CORP","Business Supplies",28apr2020,9.539474,12.98397,.838471,29,1053,68
1549346,3382,"Shutterstock, Inc","Business Services",28apr2020,5.147059,6.823681,.4194225,21,846,52
51143,6066,"INTERNATIONAL BUSINESS MACHINES CORP","Business Services",28apr2020,2.473118,2.75402,.1667807,23,644,39
1552033,24638,"TransUnion","Business Services",28apr2020,8.931419,13.92514,.6849315,56,2582,127
92380,9882,"SOUTHWEST AIRLINES CO","Transportation",28apr2020,10.89744,12.51186,.7386622,85,3032,179
1290677,66929,"Turning Point Brands, Inc","Tobacco Products",28apr2020,1.512605,1.535414,.0866766,9,248,14
1050446,111534,"MICROSTRATEGY Inc","Business Services",28apr2020,5.798969,7.868522,.394962,45,1793,90
889900,29108,"PATTERSON UTI ENERGY INC","Petroleum and Natural Gas",28apr2020,2.431118,3.161359,.1527794,15,538,26
79879,8247,"PPG INDUSTRIES INC","Chemicals",28apr2020,6.391753,8.614652,.385208,31,1230,55
64040,7163,"S&P Global Inc","Business Services",28apr2020,5.071315,7.383091,.4261691,32,1282,74
1021860,63892,"NATIONAL OILWELL VARCO INC","Machinery",28apr2020,6.982543,8.300395,.4830918,28,945,55
1413447,184725,"NXP Semiconductors N V","Electronic Equipment",28apr2020,9.67742,11.8446,.5685408,30,1125,54
1093557,162887,"DEXCOM INC","Medical Equipment",28apr2020,8.047585,9.796714,.5692897,115,4371,254
29989,4066,"OMNICOM GROUP INC","Business Services",28apr2020,10.32864,14.34527,.8010463,44,1755,98
877212,24405,"ZEBRA TECHNOLOGIES CORP","Computers",28apr2020,9.585492,10.59318,.6156552,37,1084,63
829224,25434,"STARBUCKS CORP","Restaurants, Hotel, Mc'el",28apr2020,15.33742,20.83796,.8532187,75,3004,123
1099800,133366,"Edwards Lifesciences Corp","Medical Equipment",28apr2020,11.49068,14.70527,.6479933,37,1407,62
1001902,61587,"INTEVAC INC","Machinery",28apr2020,5.882353,6.842388,.4444104,27,893,58
937556,177881,"MASIMO CORP","Medical Equipment",28apr2020,3.763441,4.148655,.2553019,42,1430,88
1024478,9203,"ROCKWELL AUTOMATION, INC","Electrical Equipment",28apr2020,6.156716,7.848368,.5194805,33,1118,74
931015,14311,"Polaris Inc","Automobiles and Trucks",28apr2020,9.628009,14.77685,.5992746,44,1874,76
1674416,28113,"CRISPR Therapeutics AG","Pharmaceutical Products",28apr2020,10.13216,12.1268,.7942699,46,1710,112
1065332,122078,"NIC INC","Business Services",28apr2020,7.977208,12.82979,.6667302,28,1347,70
859598,26021,"SEACOR HOLDINGS INC NEW","Transportation",28apr2020,6.403941,9.820585,.5036198,26,1248,64
1157408,178976,"K12 INC","Personal Services",28apr2020,1.552795,1.773836,.1193928,10,312,21
917491,65421,"FARO TECHNOLOGIES INC","Measuring and Control Equity",28apr2020,3.496504,3.882834,.2876173,15,513,38
1418819,183640,"Iridium Communications Inc","Telecommunications",28apr2020,5.288462,6.383149,.367031,22,800,46
66740,7435,"3M CO","Business Supplies",28apr2020,4.387417,5.390412,.2669989,53,1817,90
937098,140988,"TRINET GROUP, INC","Business Services",28apr2020,7.598039,15.32021,.6214397,31,1775,72
26172,3650,"CUMMINS INC","Machinery",28apr2020,11.39241,13.13942,.7932692,81,2733,165
52795,6196,"ANIXTER INTERNATIONAL INC","Wholesale",28apr2020,4.878049,9.348978,.4920515,14,741,39
40888,5018,"AEROJET ROCKETDYNE HOLDINGS, INC","Defense",28apr2020,9.207161,10.54086,.6949096,36,1259,83
1306830,162254,"Celanese Corp","Chemicals",28apr2020,9.411765,11.80399,.8598381,40,1414,103
707549,6565,"LAM RESEARCH CORP","Machinery",28apr2020,4.336735,8.256692,.3572015,34,2011,87
12927,2285,"BOEING CO","Aircraft",29apr2020,11.95335,13.80433,.7082072,82,2417,124
1621563,22603,"Summit Materials, Inc","Nonmetallic Mining",29apr2020,5.289256,5.893685,.3551863,32,979,59
1035002,15247,"VALERO ENERGY CORP TX","Petroleum and Natural Gas",29apr2020,3.435115,4.740061,.2725701,18,713,41
1082554,121440,"UNITED THERAPEUTICS Corp","Pharmaceutical Products",29apr2020,9.468085,12.04242,.5992156,89,3316,165
1590560,285085,"uniQure N V","Pharmaceutical Products",29apr2020,7.441386,7.796853,.435997,73,2289,128
40545,5047,"GENERAL ELECTRIC CO","Miscellaneous",29apr2020,10.72261,13.33909,.5740873,92,3555,153
743316,14256,"MAXIM INTEGRATED PRODUCTS INC","Electronic Equipment",29apr2020,6.129032,8.429371,.6036659,19,768,55
804753,12850,"CERNER Corp","Computers",29apr2020,8.933718,17.86367,.6442065,31,2052,74
1121788,141459,"GARMIN LTD","Electronic Equipment",29apr2020,6.639004,8.875979,.4188057,16,657,31
860731,10789,"TYLER TECHNOLOGIES INC","Computers",29apr2020,10.51282,15.27107,.8291572,41,1676,91
893538,26013,"SM Energy Co","Petroleum and Natural Gas",29apr2020,4.047976,5.74467,.2882274,27,1156,58
1305323,182112,"Zovio Inc","Personal Services",29apr2020,2.831858,3.504865,.1582464,16,598,27
200406,6266,"JOHNSON & JOHNSON","Pharmaceutical Products",29apr2020,5.671296,6.025005,.3056162,49,1518,77
775158,11721,"OSHKOSH CORP","Automobiles and Trucks",29apr2020,12.96296,15.92279,.9346427,63,2351,138
1370946,8214,"Owens Corning","Construction Materials",29apr2020,7.321429,9.299735,.5359877,41,1336,77
897723,28139,"SANMINA CORP","Electronic Equipment",29apr2020,7.462687,11.46976,.5506558,55,2562,123
50725,5987,"GRIFFON CORP","Construction Materials",29apr2020,3.934871,6.770689,.3083863,29,1471,67
752714,7161,"MCGRATH RENTCORP","Business Services",29apr2020,5.405406,6.323405,.3885143,42,1416,87
1000697,61574,"WATERS CORP DE","Measuring and Control Equity",29apr2020,8.362989,11.5864,.9022459,47,1785,139
812074,8215,"O-I Glass, Inc DE","Shipping Containers",29apr2020,9.030837,15.54509,.5577689,41,2146,77
1077183,125794,"NEOGENOMICS INC","Healthcare",29apr2020,6.187625,7.228649,.4273819,31,981,58
1520262,24302,"Alkermes plc","Pharmaceutical Products",29apr2020,9.743589,13.86019,.8747455,38,1838,116
1650729,25893,"SiteOne Landscape Supply, Inc","Wholesale",29apr2020,4.545455,7.909282,.4637571,26,1245,73
1691303,30397,"WARRIOR MET COAL, INC","Coal",29apr2020,11.62123,14.43811,.7559946,81,3113,163
1047340,30443,"FRESH DEL MONTE PRODUCE INC","Agriculture",29apr2020,10.77844,15.99927,.7641988,54,2617,125
1013857,63290,"PEGASYSTEMS INC","Business Services",29apr2020,8.955224,11.0706,.6440637,24,911,53
882184,25340,"HORTON D R INC DE","Construction",29apr2020,4.92228,6.830266,.3317428,38,1503,73
1477449,24249,"Teladoc Health, Inc","Healthcare",29apr2020,3.586498,3.967066,.254491,17,530,34
9092,1968,"BADGER METER INC","Measuring and Control Equity",29apr2020,7.462687,10.51975,.6930007,20,759,50
1800,1078,"ABBOTT LABORATORIES","Medical Equipment",29apr2020,9.46502,11.23708,.7749713,23,783,54
1057060,111103,"MARINEMAX INC","Retail",29apr2020,6.25,9.345535,.4853023,32,1348,70
277509,4608,"FEDERAL SIGNAL CORP DE","Automobiles and Trucks",29apr2020,6.6,8.315933,.5543956,33,1155,77
700923,180646,"MYR GROUP INC","Construction",29apr2020,8.952381,10.64537,.5801826,47,1633,89
1067701,66065,"UNITED RENTALS, INC","Business Services",29apr2020,12.00658,11.53451,.6834815,73,1907,113
1439095,180016,"MRC GLOBAL INC","Wholesale",29apr2020,4.411765,4.766054,.2701054,18,547,31
814547,13824,"FAIR ISAAC CORP","Computers",29apr2020,5.66706,6.248205,.4471795,48,1523,109
20212,3028,"CHURCHILL DOWNS Inc","Entertainment",29apr2020,10.48951,14.54182,.6493867,60,2620,117
2488,1161,"ADVANCED MICRO DEVICES INC","Electronic Equipment",29apr2020,6.359946,8.032475,.3855225,47,1771,85
37996,4839,"FORD MOTOR CO","Automobiles and Trucks",29apr2020,8.210784,10.81284,.6054064,67,2304,129
1675149,27638,"Alcoa Corp","Steel Works Etc",29apr2020,11.08871,15.05597,.746214,55,2058,102
89800,9667,"SHERWIN WILLIAMS CO","Chemicals",29apr2020,6.642066,9.429838,.4918332,36,1553,81
1477294,183942,"Sensata Technologies Holding plc","Measuring and Control Equity",29apr2020,18.92857,23.17313,1.320208,53,2001,114
1652044,160329,"Alphabet Inc","Business Services",29apr2020,6.051587,7.467697,.3356674,61,2069,93
1701114,31624,"Blue Apron Holdings, Inc","Retail",29apr2020,7.323027,10.05404,.4309216,90,4223,181
1013934,63338,"Strategic Education, Inc","Personal Services",29apr2020,5.639098,8.190349,.3954424,30,1222,59
1133421,7985,"NORTHROP GRUMMAN CORP DE","Electronic Equipment",29apr2020,9.113924,11.20306,.7385656,36,1259,83
702165,7923,"NORFOLK SOUTHERN CORP","Transportation",29apr2020,6.296296,7.703574,.4540129,17,526,31
102729,11094,"VALMONT INDUSTRIES INC","Construction Materials",29apr2020,6.077348,7.863284,.4193751,22,750,40
1592057,23296,"Enviva Partners, LP","Construction Materials",29apr2020,6.845966,9.900911,.5993288,28,1239,75
1668397,19998,"Medpace Holdings, Inc","Business Services",29apr2020,7.232705,7.615932,.5190116,23,675,46
889331,25747,"LITTELFUSE INC DE","Electrical Equipment",29apr2020,11.42132,15.04239,.6799295,45,1792,81
1619954,22708,"Inovalon Holdings, Inc","Business Services",29apr2020,8.847185,12.00376,.6416838,33,1403,75
110471,11566,"WOLVERINE WORLD WIDE INC DE","Apparel",29apr2020,8.121827,10.14506,.5896116,32,1084,63
789019,12141,"MICROSOFT CORP","Business Services",29apr2020,3.55987,4.36734,.2891421,33,1012,67
1057352,112111,"COSTAR GROUP, INC","Business Services",29apr2020,8.880995,13.55277,.5712731,50,2491,105
859737,20904,"HOLOGIC INC","Medical Equipment",29apr2020,9.546539,12.51593,.6627581,80,3437,182
804328,24800,"QUALCOMM INC DE","Electronic Equipment",29apr2020,7.150153,8.925378,.3841079,70,3044,131
40533,5046,"GENERAL DYNAMICS CORP","Aircraft",29apr2020,9.671533,10.24379,.7604563,53,1374,102
1058090,165914,"CHIPOTLE MEXICAN GRILL INC","Restaurants, Hotel, Mc'el",29apr2020,18.25095,20.53208,1.081976,48,1613,85
1038074,133288,"SILICON LABORATORIES INC","Electronic Equipment",29apr2020,4.660453,6.553213,.4572009,35,1290,90
1288469,184551,"MAXLINEAR INC","Electronic Equipment",29apr2020,6.179286,7.064969,.3453985,71,2475,121
1103982,142953,"Mondelez International, Inc","Food",29apr2020,10.76294,14.99904,.6769733,79,3124,141
94049,10056,"STEPAN CO","Consumer Goods",30apr2020,4.832714,7.533703,.3316271,26,1045,46
1678463,23093,"Forterra, Inc","Construction Materials",30apr2020,11.49425,15.18017,.7951859,50,2119,111
1549084,17727,"EKSO BIONICS HOLDINGS, INC","Medical Equipment",30apr2020,4.789272,5.415958,.3463694,25,860,55
1573516,18498,"Murphy USA Inc","Retail",30apr2020,2.257336,4.126309,.2756123,10,524,35
1326801,170617,"Facebook Inc","Business Services",30apr2020,5.103668,6.36776,.2915961,64,2555,117
1576940,18004,"Century Communities, Inc","Construction",30apr2020,8.295964,9.597613,.6257731,37,1319,86
1367920,19534,"CONCERT PHARMACEUTICALS, INC","Pharmaceutical Products",30apr2020,4.052936,3.999889,.3138802,49,1440,113
17843,2787,"CARPENTER TECHNOLOGY CORP","Steel Works Etc",30apr2020,5.387206,7.891644,.4289576,32,1343,73
25445,3580,"CRANE CO DE","Construction Materials",30apr2020,8.695652,12.91911,.5787653,46,1942,87
855658,16597,"LATTICE SEMICONDUCTOR CORP","Electronic Equipment",30apr2020,8.333333,10.87971,.5690224,24,956,50
1692063,264193,"Schneider National, Inc","Transportation",30apr2020,13.38583,19.10546,.9981167,51,2029,106
1507079,22155,"Floor & Decor Holdings, Inc","Retail",30apr2020,17.24138,20.79567,1.39003,75,3037,203
764180,8543,"ALTRIA GROUP, INC","Tobacco Products",30apr2020,8.084074,10.69026,.4911382,100,4005,184
1659166,26590,"Fortive Corp","Measuring and Control Equity",30apr2020,11.2605,14.98977,.6718102,67,2856,128
105634,6223,"EMCOR Group, Inc","Construction",30apr2020,4.96,5.479384,.307998,31,1103,62
66570,7420,"MSA Safety Inc","Medical Equipment",30apr2020,5.52017,6.727314,.3669444,26,880,48
802481,12785,"PILGRIMS PRIDE CORP","Food",30apr2020,4.353084,5.268041,.3065629,36,1306,76
816956,13623,"CONMED CORP","Medical Equipment",30apr2020,7.751938,8.989981,.6679303,30,996,74
82020,8947,"UNITED STATES LIME & MINERALS INC","Nonmetallic Mining",30apr2020,6.829268,17.12914,.59997,14,1142,40
1590714,315318,"Element Solutions Inc","Chemicals",30apr2020,5.610561,8.032682,.3501698,17,757,33
1639691,27810,"LivaNova PLC","Medical Equipment",30apr2020,11.06942,13.62213,.798671,59,2132,125
24545,3505,"MOLSON COORS BEVERAGE CO","Alcoholic Beverages",30apr2020,16.29297,21.70756,.9753792,109,5052,227
1451505,28338,"Transocean Ltd","Petroleum and Natural Gas",30apr2020,6.775701,10.98546,.5548922,29,1564,79
1653477,27119,"Ingevity Corp","Chemicals",30apr2020,9.607843,11.1449,.7354501,49,1576,104
1051512,10411,"TELEPHONE & DATA SYSTEMS INC DE","Telecommunications",30apr2020,6.281834,7.064844,.3245335,37,1132,52
89089,9611,"SERVICE CORP INTERNATIONAL","Personal Services",30apr2020,4.485981,6.696959,.3565187,24,958,51
1478242,17928,"IQVIA HOLDINGS INC","Business Services",30apr2020,8.496732,15.09815,.5159843,26,1346,46
819793,14084,"ALBANY INTERNATIONAL CORP DE","Textiles",30apr2020,3.472222,4.130676,.2309074,15,483,27
1373715,171007,"ServiceNow, Inc","Business Services",30apr2020,6.145251,7.256283,.4136432,55,2070,118
1323885,163889,"AtriCure, Inc","Medical Equipment",30apr2020,7.26817,10.21898,.6217897,29,1134,69
1047127,110039,"AMKOR TECHNOLOGY, INC","Electronic Equipment",30apr2020,7.549858,11.47721,.5524587,53,2306,111
821130,14369,"UNITED STATES CELLULAR CORP","Telecommunications",30apr2020,6.387665,7.340636,.3194888,29,965,42
1289848,161997,"Huron Consulting Group Inc","Business Services",30apr2020,6.53789,8.386513,.4571864,44,1761,96
842633,15252,"TRIMAS CORP","Fabricated Products",30apr2020,10.90909,16.13839,.6422209,48,2337,93
1137789,150937,"Seagate Technology plc","Computers",30apr2020,8.075602,10.59436,.6292546,47,1852,110
1610950,22039,"Syneos Health, Inc","Business Services",30apr2020,12.6195,16.34841,.8627799,66,2577,136
880117,24755,"SANFILIPPO JOHN B & SON INC","Food",30apr2020,6.097561,12.37319,.4822884,25,1488,58
26780,3734,"DANA INC","Automobiles and Trucks",30apr2020,7.098765,10.33294,.5224835,46,1859,94
1345126,166368,"Compass Diversified Holdings","Electrical Equipment",30apr2020,7.560627,9.090498,.5251483,53,2008,116
1439222,18159,"AGIOS PHARMACEUTICALS, INC","Pharmaceutical Products",30apr2020,6.351665,6.970721,.4143953,82,2826,168
843006,183139,"ISSUER DIRECT CORP","Business Services",30apr2020,8.851675,11.375,.6339286,37,1274,71
56978,6509,"KULICKE & SOFFA INDUSTRIES INC","Machinery",30apr2020,6.10687,7.529012,.4868384,40,1330,86
15615,2497,"MASTEC INC","Construction",30apr2020,5.663189,6.925557,.4532922,38,1482,97
93676,10030,"STARRETT L S CO","Construction Materials",30apr2020,6.587838,8.956139,.4655722,39,1462,76
1070081,174134,"PTC THERAPEUTICS, INC","Pharmaceutical Products",30apr2020,5.633803,7.332473,.383597,52,2160,113
1492633,100873,"Nielsen Holdings plc","Business Services",30apr2020,3.839733,4.31361,.295858,23,729,50
945841,61420,"POOL CORP","Wholesale",30apr2020,6.613757,8.385889,.4631454,25,851,47
1321646,166230,"Kraton Corp","Chemicals",30apr2020,3.107861,6.35668,.2354326,17,972,36
1113256,65399,"MERITOR, INC","Automobiles and Trucks",30apr2020,6.445993,9.729987,.517426,37,1636,87
1359841,175319,"Hanesbrands Inc","Apparel",30apr2020,18.90661,22.72053,1.426654,83,3217,202
16058,2596,"CACI INTERNATIONAL INC DE","Computers",30apr2020,4.683841,6.781818,.4181818,20,746,46
850460,25572,"ENCORE WIRE CORP","Steel Works Etc",30apr2020,6.358381,7.683001,.7461182,11,381,37
77360,8463,"PENTAIR plc","Machinery",30apr2020,14.68532,18.6346,1.166181,63,2301,144
1333274,14563,"MERCER INTERNATIONAL INC","Business Supplies",30apr2020,9.738717,10.1829,.7401106,41,1197,87
895419,27794,"CREE, INC","Electronic Equipment",30apr2020,6.565064,8.289693,.3978403,56,2042,98
1289945,24844,"Spok Holdings, Inc","Telecommunications",30apr2020,7.804878,9.500564,.4787833,32,1012,51
93389,10000,"STANDARD MOTOR PRODUCTS, INC","Miscellaneous",30apr2020,10.62802,16.04008,.8265067,44,2193,113
1459417,19881,"2U, Inc","Business Services",30apr2020,3.312303,3.520467,.249974,21,676,48
313927,3026,"CHURCH & DWIGHT CO INC DE","Consumer Goods",30apr2020,13.05732,22.68115,.8814185,41,2213,86
